Date,Open,High,Low,Close,Volume,Volatility,Avg_Close_30,Avg_Volume_30,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_4,Close_Lag_5,Close_Lag_6,Close_Lag_7,Close_Lag_8,Close_Lag_9,Close_Lag_10,Close_Lag_11,Close_Lag_12,Close_Lag_13,Close_Lag_14,Close_Lag_15,Close_Lag_16,Close_Lag_17,Close_Lag_18,Close_Lag_19,Close_Lag_20,Close_Lag_21,Close_Lag_22,Close_Lag_23,Close_Lag_24,Close_Lag_25,Close_Lag_26,Close_Lag_27,Close_Lag_28,Close_Lag_29,Close_Lag_30
2010-02-17,66.33999633789062,66.44999694824219,65.56999969482422,65.76000213623047,21821800,0.011558795500879139,67.00033264160156,31186546.666666668,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781,69.5199966430664,69.80000305175781,70.0199966430664,69.41999816894531,69.1500015258789
2010-02-18,65.80000305175781,66.08999633789062,65.3499984741211,65.95999908447266,22536700,0.011545662866281284,66.8849993387858,30931946.666666668,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781,69.5199966430664,69.80000305175781,70.0199966430664,69.41999816894531
2010-02-19,65.58999633789062,66.23999786376953,65.43000030517578,65.87000274658203,24264600,0.011381770984446536,66.746666208903,30572610.0,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781,69.5199966430664,69.80000305175781,70.0199966430664
2010-02-22,66.0999984741211,66.12000274658203,65.25,65.4000015258789,20469700,0.011419215560939827,66.5999994913737,30348530.0,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781,69.5199966430664,69.80000305175781
2010-02-23,65.26000213623047,65.55999755859375,64.1500015258789,64.94000244140625,33372900,0.0114499019477761,66.44733301798503,30631233.333333332,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781,69.5199966430664
2010-02-24,65.01000213623047,65.87000274658203,64.7699966430664,65.55000305175781,21469600,0.011380694486414008,66.2889996846517,30324053.333333332,64.94000244140625,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219,70.30000305175781
2010-02-25,64.61000061035156,65.16999816894531,64.37000274658203,65.13999938964844,25668800,0.011393557726291432,66.12866643269857,30129790.0,65.55000305175781,64.94000244140625,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531,69.94999694824219
2010-02-26,65.26000213623047,65.4000015258789,64.91999816894531,65.0,20129700,0.011389081947138955,65.97299982706706,29971300.0,65.13999938964844,65.55000305175781,64.94000244140625,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578,69.66999816894531
2010-03-01,65.36000061035156,65.54000091552734,65.08999633789062,65.4000015258789,18798600,0.011485051473150699,65.8303332010905,29976893.333333332,65.0,65.13999938964844,65.55000305175781,64.94000244140625,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156,69.68000030517578
2010-03-02,65.66000366210938,65.79000091552734,65.1500015258789,65.48999786376953,24823900,0.011441522965339967,65.7096664428711,29823960.0,65.4000015258789,65.0,65.13999938964844,65.55000305175781,64.94000244140625,65.4000015258789,65.87000274658203,65.95999908447266,65.76000213623047,66.27999877929688,64.80000305175781,65.23999786376953,64.8499984741211,65.19999694824219,64.3499984741211,64.80000305175781,64.72000122070312,66.5999984741211,66.95999908447266,66.18000030517578,64.43000030517578,64.95999908447266,65.54000091552734,65.91999816894531,65.8499984741211,66.0999984741211,66.69999694824219,68.02999877929688,69.2699966430664,69.11000061035156
